KRT16P4,ENSG00000229526
HOXA13,ENSG00000106031
HSPD1P10,ENSG00000216990
HOXA11,ENSG00000005073
TATDN3,ENSG00000203705
TATDN1,ENSG00000147687
TATDN2,ENSG00000157014
HCFC1R1,ENSG00000103145
COTL1,ENSG00000103187
TMEM38A,ENSG00000072954
TMEM38B,ENSG00000095209
TTC39DP,ENSG00000227238
MIGA2,ENSG00000148343
MIGA1,ENSG00000180488
ANXA13,ENSG00000104537
SHISA5,ENSG00000164054
ANXA11,ENSG00000122359
SHISA4,ENSG00000198892
NOSIP,ENSG00000142546
ANXA10,ENSG00000109511
C2ORF16,ENSG00000221843
SHISA2,ENSG00000180730
SHISA8,ENSG00000234965
SHISA7,ENSG00000187902
LZTFL1,ENSG00000163818
MYCL,ENSG00000116990
PRPF4,ENSG00000136875
PACRGL,ENSG00000163138
HSPD1P14,ENSG00000227000
PRPF6,ENSG00000101161
FANCD2,ENSG00000144554
PRPF3,ENSG00000117360
RPS19BP1,ENSG00000187051
PRKAR2A-AS1,ENSG00000224424
EFNA5,ENSG00000184349
PRPF8,ENSG00000274442
EFNB2,ENSG00000125266
EFNB1,ENSG00000090776
TIMM23B,ENSG00000204152
EFNB3,ENSG00000108947
POU2F1,ENSG00000143190
POU2F2,ENSG00000028277
EIF2S2,ENSG00000125977
EIF2S1,ENSG00000134001
POU2F3,ENSG00000137709
EFNA1,ENSG00000169242
EFNA3,ENSG00000143590
EFNA2,ENSG00000099617
EIF2S3,ENSG00000130741
TLX3,ENSG00000164438
TLX2,ENSG00000115297
PRPH2,ENSG00000112619
TLX1,ENSG00000107807
MAP6D1,ENSG00000180834
PI4KB,ENSG00000143393
DYNLRB1,ENSG00000125971
TMEM35A,ENSG00000126950
AVEN,ENSG00000169857
C2ORF42,ENSG00000115998
MEGF10,ENSG00000145794
MEGF11,ENSG00000277848
SIX1,ENSG00000126778
C2ORF49,ENSG00000135974
IRF2BPL,ENSG00000119669
SIX6,ENSG00000184302
SIX4,ENSG00000100625
SIX5,ENSG00000177045
SIX2,ENSG00000170577
SIX3,ENSG00000138083
RNU6-1093P,ENSG00000212496
RPLP1P13,ENSG00000232163
RPLP1P10,ENSG00000226888
MIR181C,ENSG00000207613
AKTIP,ENSG00000166971
MYH3,ENSG00000109063
RASA3,ENSG00000280477
RASA4,ENSG00000105808
RASA1,ENSG00000145715
RASA2,ENSG00000155903
RFT1,ENSG00000163933
MYH9,ENSG00000100345
C2ORF50,ENSG00000150873
COLEC12,ENSG00000158270
COLEC11,ENSG00000118004
COLEC10,ENSG00000184374
C2ORF69,ENSG00000178074
C2ORF68,ENSG00000168887
BRAT1,ENSG00000106009
C2ORF66,ENSG00000187944
OR4K2,ENSG00000165762
CIART,ENSG00000159208
RASD2,ENSG00000100302
MAPK9,ENSG00000050748
MAPK8,ENSG00000107643
C17ORF107,ENSG00000205710
MAPK7,ENSG00000166484
RASD1,ENSG00000108551
MAPK1,ENSG00000100030
MAPK6,ENSG00000069956
MAPK3,ENSG00000102882
C2ORF76,ENSG00000186132
TMEM30A,ENSG00000112697
C2ORF73,ENSG00000177994
TMEM30B,ENSG00000182107
LIMK2,ENSG00000182541
QPCTL,ENSG00000011478
C2ORF78,ENSG00000187833
LIMK1,ENSG00000106683
ANXA2R,ENSG00000177721
RNU6-1091P,ENSG00000200815
KISS1,ENSG00000170498
GTF3C2-AS1,ENSG00000234945
C2ORF72,ENSG00000204128
TRAJ54,ENSG00000211836
TDRKH,ENSG00000182134
RNU1-67P,ENSG00000207175
C5ORF22,ENSG00000082213
OPA1-AS1,ENSG00000224855
C5ORF24,ENSG00000181904
AVIL,ENSG00000135407
GHITM,ENSG00000165678
MYLK,ENSG00000065534
RPL35P9,ENSG00000174418
LSM10,ENSG00000181817
LSM12,ENSG00000161654
LSM11,ENSG00000155858
NDUFB4P3,ENSG00000231096
NDUFB4P5,ENSG00000226114
NDUFB4P6,ENSG00000235258
RPL35P3,ENSG00000219902
RPL35P5,ENSG00000225573
XYLB,ENSG00000093217
C5ORF15,ENSG00000113583
RFX2,ENSG00000087903
NDUFB4P7,ENSG00000225428
RFX3,ENSG00000080298
NDUFB4P8,ENSG00000223663
RFX1,ENSG00000132005
UPB1,ENSG00000100024
MYL4,ENSG00000198336
MYL5,ENSG00000215375
MYL6,ENSG00000092841
RFX8,ENSG00000196460
MYL7,ENSG00000106631
RFX6,ENSG00000185002
MYL1,ENSG00000168530
RFX7,ENSG00000181827
MYL2,ENSG00000111245
RFX4,ENSG00000111783
RFX5,ENSG00000143390
MYL9,ENSG00000101335
C5ORF46,ENSG00000178776
C5ORF47,ENSG00000185056
HNRNPLP1,ENSG00000233503
MYNN,ENSG00000085274
GABARAP,ENSG00000170296
IL22RA2,ENSG00000164485
HSD11B1,ENSG00000117594
CYB5R2,ENSG00000166394
HSD11B2,ENSG00000176387
CYB5R1,ENSG00000159348
CYB5R4,ENSG00000065615
CYB5R3,ENSG00000100243
MYO6,ENSG00000196586
ACOXL-AS1,ENSG00000204581
PRRT1,ENSG00000204314
PRRT3,ENSG00000163704
OR8B12,ENSG00000170953
PRRT2,ENSG00000167371
C5ORF34,ENSG00000172244
TMA7,ENSG00000232112
C20ORF27,ENSG00000101220
SNUPN,ENSG00000169371
IL22RA1,ENSG00000142677
MIR100,ENSG00000207994
LYPD6B,ENSG00000150556
NOSTRIN,ENSG00000275326
CYB5RL,ENSG00000215883
HNRNPA3P3,ENSG00000214653
HNRNPA3P2,ENSG00000227688
AVL9,ENSG00000105778
PRRT4,ENSG00000224940
RNU6-97P,ENSG00000200257
DGAT2L7P,ENSG00000205267
JPH1,ENSG00000104369
MYPN,ENSG00000138347
VSIR,ENSG00000107738
JPH4,ENSG00000092051
C20ORF85,ENSG00000124237
JPH2,ENSG00000149596
JPH3,ENSG00000154118
OR6Y1,ENSG00000197532
MRPS16P3,ENSG00000226336
B3GALT2,ENSG00000162630
B3GALT1,ENSG00000172318
C5ORF63,ENSG00000164241
MYOG,ENSG00000122180
TMC1,ENSG00000165091
UPF2,ENSG00000151461
UPF1,ENSG00000005007
C5ORF58,ENSG00000234511
MYOF,ENSG00000138119
TMC8,ENSG00000167895
TMC7,ENSG00000170537
TMC6,ENSG00000141524
TMC5,ENSG00000103534
TMC4,ENSG00000277789
CCSAP,ENSG00000154429
TMC2,ENSG00000149488
C20ORF96,ENSG00000196476
MYOT,ENSG00000120729
PELI1,ENSG00000197329
TMF1,ENSG00000144747
MYRF,ENSG00000124920
RNU6-95P,ENSG00000207428
PELI3,ENSG00000174516
PELI2,ENSG00000139946
AXDND1,ENSG00000162779
GGA2,ENSG00000103365
GGA1,ENSG00000100083
MIR1537,ENSG00000222831
GGA3,ENSG00000125447
MIR1538,ENSG00000223109
TCOF1,ENSG00000070814
GPA33,ENSG00000143167
RNASEK-C17ORF49,ENSG00000161939
RABAC1,ENSG00000105404
ATRNL1,ENSG00000107518
HSD52,ENSG00000224609
BYSL,ENSG00000112578
RPL22L1,ENSG00000163584
MELTF-AS1,ENSG00000228109
LINC02561,ENSG00000224034
UPK2,ENSG00000110375
ZC3HAV1L,ENSG00000146858
YY1,ENSG00000100811
SH3BP5-AS1,ENSG00000224660
YY2,ENSG00000230797
EBAG9P1,ENSG00000233690
RUVBL2,ENSG00000183207
RUVBL1,ENSG00000175792
LINC02554,ENSG00000226741
TCP11,ENSG00000124678
EPM2A,ENSG00000112425
AGTPBP1,ENSG00000135049
S100A2,ENSG00000196754
S100A1,ENSG00000160678
ZFP69B,ENSG00000187801
TNNI3K,ENSG00000116783
MYT1,ENSG00000276876
FTSJ1,ENSG00000068438
STON1-GTF2A1L,ENSG00000068781
FRMD1,ENSG00000153303
SAP30,ENSG00000164105
FTSJ3,ENSG00000108592
FRMD3,ENSG00000172159
FRMD5,ENSG00000171877
OLFM2,ENSG00000105088
TXLNA,ENSG00000084652
FRMD6,ENSG00000139926
TXLNB,ENSG00000164440
MAPKAPK3,ENSG00000114738
SAP25,ENSG00000205307
FRMD8,ENSG00000126391
MAPKAPK2,ENSG00000162889
S100A6,ENSG00000197956
S100A5,ENSG00000196420
S100A4,ENSG00000196154
MAPKAPK5,ENSG00000089022
S100A3,ENSG00000188015
S100A9,ENSG00000163220
S100A8,ENSG00000143546
S100A7,ENSG00000143556
TACSTD2,ENSG00000184292
UBFD1,ENSG00000103353
RNU6-98P,ENSG00000206900
LVRN,ENSG00000172901
B3GALT6,ENSG00000176022
B3GALT5,ENSG00000183778
GGCT,ENSG00000006625
OR7E116P,ENSG00000225072
TMIE,ENSG00000181585
RGCC,ENSG00000102760
GGCX,ENSG00000115486
LRIT3,ENSG00000183423
LINC01239,ENSG00000234840
LINC01237,ENSG00000233806
CRYBG2,ENSG00000176092
CRYBG1,ENSG00000112297
CRYBG3,ENSG00000080200
EFCAB14,ENSG00000159658
DLGAP4-AS1,ENSG00000232907
EFCAB13,ENSG00000178852
EFCAB12,ENSG00000172771
EFCAB11,ENSG00000140025
EFCAB10,ENSG00000185055
ATP7B,ENSG00000123191
LINC02518,ENSG00000232316
EEF1A1P14,ENSG00000233057
PMEPA1,ENSG00000124225
UPP2,ENSG00000007001
EEF1A1P16,ENSG00000213235
UPP1,ENSG00000183696
ATP7A,ENSG00000165240
DNM1L,ENSG00000087470
EDIL3,ENSG00000164176
CTNNBL1,ENSG00000132792
FIRRE,ENSG00000213468
PELP1,ENSG00000141456
TMCO5A,ENSG00000166069
KSR1,ENSG00000141068
OVCH1,ENSG00000187950
SIGMAR1,ENSG00000147955
OVCH2,ENSG00000183378
KSR2,ENSG00000171435
QTRT1,ENSG00000213339
NT5C3A,ENSG00000122643
PPM1A,ENSG00000100614
QTRT2,ENSG00000151576
NT5C3B,ENSG00000141698
PPM1B,ENSG00000138032
RASAL2-AS1,ENSG00000224687
OR7A5,ENSG00000188269
SEC22A,ENSG00000121542
SEC22C,ENSG00000093183
SRRM2-AS1,ENSG00000205913
RUSC1-AS1,ENSG00000225855
SEC23A,ENSG00000100934
FOCAD,ENSG00000188352
RNU6-147P,ENSG00000206710
LINC02541,ENSG00000230943
PPM1L,ENSG00000163590
PPM1M,ENSG00000164088
PPM1N,ENSG00000213889
PPM1H,ENSG00000111110
AFG1L,ENSG00000135537
PPM1J,ENSG00000155367
PPM1K,ENSG00000163644
PPM1D,ENSG00000170836
BARX1,ENSG00000131668
BARX2,ENSG00000043039
PPM1E,ENSG00000175175
PPM1F,ENSG00000100034
PPM1G,ENSG00000115241
LINC01209,ENSG00000228308
TP53INP2,ENSG00000078804
TP53INP1,ENSG00000164938
LINC01205,ENSG00000228980
SAP18,ENSG00000150459
LINC02539,ENSG00000234956
SEC23B,ENSG00000101310
ATP9B,ENSG00000166377
LINC02532,ENSG00000235142
ATP9A,ENSG00000054793
LINC02535,ENSG00000234155
LINC01203,ENSG00000226985
LINC01204,ENSG00000229563
C4BPAP2,ENSG00000232621
RNU6-146P,ENSG00000207332
SEC24B,ENSG00000138802
MCOLN3,ENSG00000055732
SEC24A,ENSG00000113615
LINC02530,ENSG00000234015
PRRX1,ENSG00000116132
NICN1,ENSG00000145029
C4BPAP1,ENSG00000224462
PRRX2,ENSG00000167157
LYSMD2,ENSG00000140280
IMMT,ENSG00000132305
LYSMD1,ENSG00000163155
LYSMD4,ENSG00000183060
LYSMD3,ENSG00000176018
TPD52L1,ENSG00000111907
MCOLN1,ENSG00000090674
TPD52L2,ENSG00000101150
MCOLN2,ENSG00000153898
ATOX1,ENSG00000177556
CTCFL,ENSG00000124092
ROR1-AS1,ENSG00000223949
TMLHE,ENSG00000185973
NOVA1,ENSG00000139910
NOVA2,ENSG00000104967
TTTY14,ENSG00000176728
NT5C1A,ENSG00000116981
NT5C1B,ENSG00000185013
TTTY15,ENSG00000114374
LINC02526,ENSG00000229654
LINC02528,ENSG00000226004
SEC24D,ENSG00000150961
ALDH8A1,ENSG00000118514
SEC24C,ENSG00000176986
TMPRSS11CP,ENSG00000232398
LINC02523,ENSG00000224506
OR7G2,ENSG00000170923
JPT1,ENSG00000189159
TMEM41A,ENSG00000163900
TMEM41B,ENSG00000166471
PLEKHB2,ENSG00000115762
ZAN,ENSG00000146839
JPT2,ENSG00000206053
PLEKHB1,ENSG00000021300
MTND5P18,ENSG00000227860
JMJD1C,ENSG00000171988
LINC01191,ENSG00000234199
MTND5P14,ENSG00000230225
CYB5D2,ENSG00000167740
CYB5D1,ENSG00000182224
RASSF1,ENSG00000068028
RASSF2,ENSG00000101265
RASSF3,ENSG00000153179
RASSF4,ENSG00000107551
RASSF6,ENSG00000169435
RNU6-141P,ENSG00000222431
TMPO,ENSG00000120802
CALN1,ENSG00000183166
IMP3,ENSG00000177971
OR7E122P,ENSG00000215160
IMP4,ENSG00000136718
CD2BP2,ENSG00000169217
UPRT,ENSG00000094841
RNU6-140P,ENSG00000207296
PLA1A,ENSG00000144837
PLEKHD1,ENSG00000175985
RPL26P34,ENSG00000225404
MTND5P30,ENSG00000233039
PCDH10,ENSG00000138650
PCDH15,ENSG00000150275
BRCC3,ENSG00000185515
PCDH12,ENSG00000113555
PCDH19,ENSG00000165194
PCDH18,ENSG00000189184
PCDH17,ENSG00000118946
ZMPSTE24,ENSG00000084073
EEF1A1P34,ENSG00000233324
EEF1A1P36,ENSG00000223912
RPL26P29,ENSG00000234806
RPL26P28,ENSG00000223987
EEF1A1P39,ENSG00000230125
OR7D4,ENSG00000174667
OR7D2,ENSG00000188000
RPL26P27,ENSG00000226493
PAG1,ENSG00000076641
SEC31B,ENSG00000075826
SEC31A,ENSG00000138674
RNU6-275P,ENSG00000201780
PIK3CD-AS2,ENSG00000231789
XRCC6,ENSG00000196419
XRCC4,ENSG00000152422
XRCC5,ENSG00000079246
XRCC2,ENSG00000196584
XRCC3,ENSG00000126215
EAF1,ENSG00000144597
RASSF7,ENSG00000273859
MTND5P29,ENSG00000234934
EAF2,ENSG00000145088
DCLK2,ENSG00000170390
XRCC1,ENSG00000073050
MTND5P28,ENSG00000223549
RASSF8,ENSG00000123094
PNMA8A,ENSG00000182013
RASSF9,ENSG00000198774
MTND5P27,ENSG00000225045
MTND5P25,ENSG00000227348
MTND5P24,ENSG00000224852
DCLK1,ENSG00000133083
MTND5P23,ENSG00000235080
PNMA8B,ENSG00000204851
ATP4B,ENSG00000186009
TATDN1P1,ENSG00000234369
ATP4A,ENSG00000105675
MTND5P19,ENSG00000231199
EEF1A1P24,ENSG00000223668
PAEP,ENSG00000122133
EEF1A1P26,ENSG00000233167
PAF1,ENSG00000006712
CALM3,ENSG00000160014
RGL3,ENSG00000205517
KIAA1614-AS1,ENSG00000232586
RGL4,ENSG00000159496
CALM1,ENSG00000198668
RGL1,ENSG00000143344
CALM2,ENSG00000143933
KIAA0825,ENSG00000185261
OR7C1,ENSG00000127530
RNU6-142P,ENSG00000206746
VSX1,ENSG00000100987
VSX2,ENSG00000119614
RPL26P37,ENSG00000235175
INTS11,ENSG00000127054
BARHL2,ENSG00000143032
INTS12,ENSG00000138785
LINC02487,ENSG00000203688
INTS13,ENSG00000064102
INTS14,ENSG00000138614
GPAA1,ENSG00000197858
INTS10,ENSG00000104613
SECTM1,ENSG00000141574
BRCA1,ENSG00000012048
BRCA2,ENSG00000139618
PNMA6E,ENSG00000214897
ARIH2,ENSG00000177479
QSOX1,ENSG00000116260
QSOX2,ENSG00000165661
ARIH1,ENSG00000166233
VKORC1,ENSG00000167397
MTND4LP1,ENSG00000231501
NXPE3,ENSG00000144815
GRIPAP1,ENSG00000068400
NBPF3,ENSG00000142794
TMEM198B,ENSG00000182796
ZFR,ENSG00000056097
SORCS1,ENSG00000108018
ZFY,ENSG00000067646
RGMB,ENSG00000174136
ZFX,ENSG00000005889
NBPF1,ENSG00000219481
SORCS2,ENSG00000184985
RGMA,ENSG00000182175
LINC01139,ENSG00000215808
MZB1,ENSG00000170476
POPDC2,ENSG00000121577
POPDC3,ENSG00000132429
RNU6-272P,ENSG00000222960
INPP1,ENSG00000151689
ATP23,ENSG00000166896
DERL3,ENSG00000099958
CRYBA2,ENSG00000163499
DERL1,ENSG00000136986
CRYBA1,ENSG00000108255
DERL2,ENSG00000072849
TXLNG,ENSG00000086712
CRYBA4,ENSG00000196431
EXOSC7,ENSG00000075914
NDUFB4P12,ENSG00000124399
EXOSC6,ENSG00000223496
PAK1,ENSG00000149269
EXOSC5,ENSG00000077348
EXOSC4,ENSG00000178896
EXOSC9,ENSG00000123737
EXOSC8,ENSG00000120699
PAK6,ENSG00000137843
C11ORF98P1,ENSG00000232158
PAK3,ENSG00000077264
EXOSC3,ENSG00000107371
PAK2,ENSG00000180370
EXOSC2,ENSG00000130713
EXOSC1,ENSG00000171311
PAK5,ENSG00000101349
PAK4,ENSG00000130669
NDUFB4P10,ENSG00000232880
RNU6-271P,ENSG00000200728
PLEKHA1,ENSG00000107679
PLEKHA2,ENSG00000169499
CRYBB3,ENSG00000100053
PLEKHA5,ENSG00000052126
PLEKHA6,ENSG00000143850
PLEKHA3,ENSG00000116095
PLEKHA4,ENSG00000105559
PLEKHA7,ENSG00000166689
PLEKHA8,ENSG00000106086
RGP1,ENSG00000107185
DPY19L1,ENSG00000173852
DPY19L2,ENSG00000177990
DPY19L3,ENSG00000178904
STK17A,ENSG00000164543
DPY19L4,ENSG00000156162
STK17B,ENSG00000081320
RNY3P1,ENSG00000201955
RNY3P2,ENSG00000199788
RNY3P7,ENSG00000206800
FHOD3,ENSG00000134775
LENG8-AS1,ENSG00000226696
RNU5E-10P,ENSG00000200376
WWC1,ENSG00000113645
FHOD1,ENSG00000135723
WWC2,ENSG00000151718
JADE1,ENSG00000077684
JADE3,ENSG00000102221
KNDC1,ENSG00000171798
JADE2,ENSG00000043143
RGS4,ENSG00000117152
RGS5,ENSG00000143248
RGS2,ENSG00000116741
RGS3,ENSG00000138835
PPME1,ENSG00000214517
KHSRP,ENSG00000088247
PALM,ENSG00000099864
CCRL2,ENSG00000121797
WWC3,ENSG00000047644
GGT1,ENSG00000100031
ARID2,ENSG00000189079
RGS9,ENSG00000108370
RGS6,ENSG00000182732
MAT1A,ENSG00000151224
GPANK1,ENSG00000206408
TMX4,ENSG00000125827
TMX3,ENSG00000166479
TMX2,ENSG00000213593
TMX1,ENSG00000139921
MASP2,ENSG00000009724
MASP1,ENSG00000127241
MZF1,ENSG00000099326
PSMD10,ENSG00000101843
PSMD12,ENSG00000197170
CALCB,ENSG00000175868
PSMD11,ENSG00000108671
PSMD14,ENSG00000115233
PSMD13,ENSG00000185627
NXPH3,ENSG00000182575
RNU1-73P,ENSG00000206698
YTHDC1,ENSG00000083896
NXPH4,ENSG00000182379
YTHDC2,ENSG00000047188
PTGES3L-AARSD1,ENSG00000108825
MIR4435-2HG,ENSG00000172965
CALCR,ENSG00000004948
DYNC1I2P1,ENSG00000225137
CALD1,ENSG00000122786
CYP11A1,ENSG00000288362
AK3P3,ENSG00000230042
RNU1-72P,ENSG00000199846
GGT5,ENSG00000099998
FDPS,ENSG00000160752
GGT7,ENSG00000131067
GGT6,ENSG00000167741
CACFD1,ENSG00000280479
VTA1,ENSG00000009844
QDPR,ENSG00000151552
PAN2,ENSG00000135473
TIMM10B,ENSG00000132286
PAN3,ENSG00000152520
PICALM,ENSG00000073921
TMEM45B,ENSG00000151715
GSK3B,ENSG00000082701
GSK3A,ENSG00000105723
MAST4,ENSG00000069020
PRKCSH,ENSG00000130175
CPXM2,ENSG00000121898
MAST3,ENSG00000099308
MAST2,ENSG00000086015
MAST1,ENSG00000105613
ADIPOQ-AS1,ENSG00000226482
TRIAP1,ENSG00000170855
TMEM191A,ENSG00000291085
TMEM191C,ENSG00000206140
CALB2,ENSG00000282830
CALB1,ENSG00000104327
RPL7AP4,ENSG00000213641
TIMM17A,ENSG00000134375
MLST8,ENSG00000167965
TIMM17B,ENSG00000126768
CPXM1,ENSG00000088882
HSDL2,ENSG00000119471
HSDL1,ENSG00000103160
RPL7AP9,ENSG00000213272
RPL7AP8,ENSG00000230507
MASTL,ENSG00000120539
ZP1,ENSG00000149506
ZP3,ENSG00000188372
EAPP,ENSG00000129518
PAOX,ENSG00000254536
TMEM45A,ENSG00000181458
RNU1-77P,ENSG00000212170
PARG,ENSG00000227345
PARN,ENSG00000140694
MAT2B,ENSG00000038274
SAMHD1,ENSG00000101347
AURKC,ENSG00000105146
AURKB,ENSG00000178999
PARL,ENSG00000175193
AURKA,ENSG00000087586
CD83P1,ENSG00000219738
ATOH7,ENSG00000179774
MAT2A,ENSG00000168906
SH3TC2,ENSG00000169247
SH3TC1,ENSG00000125089
NCF4-AS1,ENSG00000183822
ATOH8,ENSG00000168874
KTN1-AS1,ENSG00000186615
SMNDC1,ENSG00000119953
CYP24A1,ENSG00000019186
R3HDM4,ENSG00000198858
R3HDM1,ENSG00000048991
R3HDM2,ENSG00000179912
CNTFR,ENSG00000122756
PATJ,ENSG00000132849
HNRNPKP2,ENSG00000227347
SOX21,ENSG00000125285
HOXA9,ENSG00000078399
SOX18,ENSG00000203883
SOX15,ENSG00000129194
FDXR,ENSG00000161513
HOXA3,ENSG00000105997
HOXA2,ENSG00000105996
HOXA1,ENSG00000105991
HOXA7,ENSG00000122592
HOXA6,ENSG00000106006
HOXA5,ENSG00000106004
HOXA4,ENSG00000197576
UNC13B,ENSG00000198722
UNC13C,ENSG00000137766
UNC13A,ENSG00000130477
SOX13,ENSG00000143842
SYTL1,ENSG00000142765
ZNF705A,ENSG00000196946
SOX11,ENSG00000176887
SOX12,ENSG00000177732
PASK,ENSG00000115687
SOX10,ENSG00000100146
SYTL4,ENSG00000102362
UNC13D,ENSG00000092929
SYTL3,ENSG00000164674
ZNF529-AS1,ENSG00000233527
SYTL2,ENSG00000137501
FCAMR,ENSG00000162897
HOXB9,ENSG00000170689
PRR19,ENSG00000188368
FDX1,ENSG00000137714
LGALS12,ENSG00000133317
HOXB4,ENSG00000182742
PRR16,ENSG00000184838
HOXB3,ENSG00000120093
PRR15,ENSG00000176532
HOXB2,ENSG00000173917
PRR18,ENSG00000176381
HOXB1,ENSG00000120094
HOXB8,ENSG00000120068
PRR12,ENSG00000126464
PRR11,ENSG00000068489
HOXB6,ENSG00000108511
PRR14,ENSG00000156858
LINS1,ENSG00000140471
HOXB5,ENSG00000120075
PRR13,ENSG00000205352
CDC42SE1,ENSG00000197622
C1ORF198,ENSG00000119280
ENDOD1,ENSG00000149218
SNU13,ENSG00000100138
SKA3,ENSG00000165480
HIF1A,ENSG00000100644
SKA1,ENSG00000262634
SKA2,ENSG00000182628
POU5F1B,ENSG00000212993
RNU2-14P,ENSG00000222985
INE1,ENSG00000224975
HOXC5,ENSG00000273046
HOXC4,ENSG00000198353
PRR29,ENSG00000224383
RPL34P3,ENSG00000223671
RPL34P6,ENSG00000231333
HOXC9,ENSG00000180806
HOXC8,ENSG00000037965
RREB1,ENSG00000124782
KIAA0319L,ENSG00000142687
NXNL1,ENSG00000171773
PRR22,ENSG00000212123
ELANE,ENSG00000197561
NXNL2,ENSG00000130045
HOXC6,ENSG00000197757
GRXCR2,ENSG00000204928
MTHFR,ENSG00000177000
MAD2L1BP,ENSG00000124688
MTHFS,ENSG00000136371
OR5P3,ENSG00000278253
OR5P2,ENSG00000280931
INO80,ENSG00000128908
SOX30,ENSG00000039600
GLUD1,ENSG00000148672
GLUD2,ENSG00000182890
TNFSF4,ENSG00000117586
TNFSF9,ENSG00000125657
UNC119,ENSG00000109103
TNFSF8,ENSG00000106952
HOXD4,ENSG00000170166
HOXD8,ENSG00000175879
PRR36,ENSG00000183248
PRR35,ENSG00000161992
CDC42SE2,ENSG00000158985
TINAGL1,ENSG00000142910
HIF3A,ENSG00000124440
CYB561D1,ENSG00000174151
ING1,ENSG00000153487
CYB561D2,ENSG00000114395
ING4,ENSG00000111653
ING5,ENSG00000168395
ING2,ENSG00000168556
ING3,ENSG00000071243
PAXX,ENSG00000148362
DNM3-IT1,ENSG00000233540
BATF2,ENSG00000168062
BATF3,ENSG00000123685
CNTD1,ENSG00000176563
HSBP1,ENSG00000230989
TNNC1,ENSG00000114854
TNNC2,ENSG00000101470
PAX4,ENSG00000106331
PAWR,ENSG00000177425
PAX3,ENSG00000135903
PAX6,ENSG00000007372
PAX5,ENSG00000196092
TTLL7-IT1,ENSG00000233061
PAX1,ENSG00000125813
RNU2-15P,ENSG00000222624
INF2,ENSG00000203485
PAX8,ENSG00000125618
PAX7,ENSG00000009709
PAX9,ENSG00000198807
FAM90A26,ENSG00000229924
CTDP1,ENSG00000060069
AHNAK,ENSG00000124942
TM9SF4,ENSG00000101337
TM9SF3,ENSG00000077147
METTL7B,ENSG00000170439
METTL7A,ENSG00000185432
RNU2-18P,ENSG00000223156
RHBG,ENSG00000132677
WWOX,ENSG00000186153
LGALS7B,ENSG00000283082
PMCHL1,ENSG00000290530
PMCHL2,ENSG00000290836
ADAT1,ENSG00000065457
WWP1,ENSG00000123124
WWP2,ENSG00000198373
MZT1,ENSG00000204899
ADAT3,ENSG00000213638
ADAT2,ENSG00000189007
KTN1,ENSG00000126777
TM9SF2,ENSG00000125304
HYI-AS1,ENSG00000229348
TM9SF1,ENSG00000100926
ZYX,ENSG00000285443
RHAG,ENSG00000112077
NOTUM,ENSG00000185269
INHA,ENSG00000123999
CYB561,ENSG00000008283
RNU2-17P,ENSG00000222222
GHDC,ENSG00000167925
TOR2A,ENSG00000160404
CLSTN2,ENSG00000158258
CLSTN3,ENSG00000139182
CLSTN1,ENSG00000171603
RTKN2,ENSG00000182010
C1ORF131,ENSG00000143633
BZW2,ENSG00000136261
BZW1,ENSG00000082153
FLT1P1,ENSG00000229515
PYCARD,ENSG00000103490
C1ORF127,ENSG00000175262
TUBB6,ENSG00000176014
TUBB1,ENSG00000101162
SMARCAD1,ENSG00000163104
LINC01108,ENSG00000226673
STK32A,ENSG00000169302
STK32B,ENSG00000152953
LINC01104,ENSG00000232084
STK32C,ENSG00000165752
TOR3A,ENSG00000186283
CYB561A3,ENSG00000162144
INIP,ENSG00000148153
C1ORF122,ENSG00000197982
ADAM2,ENSG00000104755
C1ORF116,ENSG00000182795
C1ORF115,ENSG00000162817
RALGAPB,ENSG00000170471
ADAM5,ENSG00000196115
ADAM9,ENSG00000282230
ADAM8,ENSG00000151651
TNIK,ENSG00000154310
RHCG,ENSG00000140519
RHCE,ENSG00000188672
LINC01132,ENSG00000227630
METTL2B,ENSG00000165055
DNMT1,ENSG00000130816
LINC01133,ENSG00000224259
MINDY3,ENSG00000148481
RTL10,ENSG00000215012
MINDY4,ENSG00000106125
FECH,ENSG00000066926
MINDY1,ENSG00000143409
TNKS,ENSG00000173273
MINDY2,ENSG00000128923
METTL2A,ENSG00000087995
C1ORF112,ENSG00000000460
ITPRIPL2,ENSG00000205730
C1ORF105,ENSG00000180999
ITPRIPL1,ENSG00000198885
ADAP2,ENSG00000184060
PITRM1,ENSG00000107959
C1ORF109,ENSG00000116922
LINC01128,ENSG00000228794
LINC01124,ENSG00000222033
SKIL,ENSG00000136603
LINC01121,ENSG00000205054
LINC01122,ENSG00000233723
TOR1A,ENSG00000136827
LINC01123,ENSG00000204588
CEP350,ENSG00000135837
TNK2,ENSG00000061938
TNK1,ENSG00000174292
ADAP1,ENSG00000105963
TOR1B,ENSG00000136816
C1ORF100,ENSG00000173728
DISC1-IT1,ENSG00000226758
OR7E128P,ENSG00000228915
RHEB,ENSG00000106615
LINC02449,ENSG00000215241
LINC01117,ENSG00000224577
LINC01118,ENSG00000222005
SERINC1,ENSG00000111897
SERINC3,ENSG00000132824
SERINC2,ENSG00000168528
SERINC5,ENSG00000164300
LINC01116,ENSG00000163364
TUBA8,ENSG00000183785
SERINC4,ENSG00000184716
RNU6-157P,ENSG00000206684
DAGLA,ENSG00000134780
C1ORF174,ENSG00000198912
